0.12,0.351,0.296,0.5728911640329402,0
0.352,0.765,0.472,0.8105942577342533,0
0.131,0.445,0.537,0.6606387714222124,0
0.13,0.604,0.366,0.7170042288003561,0
0.172,0.247,0.299,0.7969062986868461,0
0.268,0.44,0.317,0.6202425995993769,0
0.518,0.563,0.639,0.6788337413754729,0
0.132,0.585,0.436,0.6478967282439351,0
0.283,0.689,0.481,0.717894502559537,0
0.454,0.609,0.692,0.9707878922768752,0
0.291,0.556,0.538,0.8344647229022923,0
0.52,0.669,0.308,0.5751724905408413,0
0.446,0.501,0.405,0.8193857111061651,0
0.167,0.618,0.443,0.5967059870910305,0
0.222,0.516,0.595,0.8777542844424661,0
0.331,0.422,0.264,0.7423213888270643,0
0.275,0.262,0.606,0.7655797907856665,0
0.494,0.358,0.557,0.723736924104162,0
0.183,0.459,0.575,0.8650678833741375,0
0.112,0.614,0.318,0.4290006677053194,0
0.338,0.595,0.511,0.5122969062986868,0
0.124,0.522,0.128,0.09392388159359015,0
0.131,0.52,0.45,0.5441241931894057,0
0.234,0.645,0.167,0.1871244157578455,0
0.365,0.608,0.358,0.5779545960382818,0
0.228,0.603,0.148,0.553972846650345,0
0.261,0.517,0.0331,0.05308257289116406,0
0.111,0.642,0.232,0.3909971066102827,0
0.0826,0.426,0.228,0.5482417093256177,0
0.0849,0.38,0.339,0.696639216559092,0
0.343,0.652,0.551,0.6892388159359003,0
0.266,0.45,0.329,0.43411974182060986,0
0.612,0.632,0.668,0.6835076786111729,0
0.473,0.604,0.741,0.8253950589806366,0
0.35,0.649,0.517,0.7220676608056977,0
0.201,0.614,0.379,0.5522479412419319,0
0.0784,0.498,0.59,0.8726908524371244,0
0.243,0.704,0.225,0.3311261963053639,0
0.192,0.375,0.133,0.5442354774093033,0
0.181,0.236,0.249,0.6014912085466281,0
0.0368,0.382,0.422,0.5400623191631427,0
0.102,0.544,0.369,0.6059982194524817,0
0.12,0.542,0.304,0.6301468951702649,0
0.254,0.372,0.255,0.7551190741152904,0
0.175,0.344,0.155,0.355886935232584,0
0.642,0.712,0.0784,0.07444914311150684,0
0.0643,0.287,0.294,0.30491876251947475,0
0.467,0.662,0.413,0.7260182506120633,0
0.357,0.62,0.574,0.7020365012241264,0
0.169,0.379,0.29,0.6632539505898064,0
0.393,0.4,0.641,0.7846650344981081,0
0.313,0.469,0.474,0.6851212997996884,0
0.431,0.458,0.347,0.7653015802359225,0
0.393,0.606,0.328,0.7000333852659693,0
0.343,0.63,0.44,0.7355330514133096,0
0.294,0.556,0.319,0.6762742043178278,0
0.22,0.329,0.235,0.7069886490095705,0
0.129,0.508,0.404,0.5181949699532606,0
0.115,0.32,0.242,0.03516581348764753,0
0.323,0.572,0.385,0.7813821500111284,0
0.196,0.414,0.416,0.6889049632762075,0
0.472,0.508,0.72,0.8066436679278878,0
0.212,0.449,0.585,0.7591809481415536,0
0.503,0.668,0.886,0.9420765635432895,0
0.0872,0.656,0.609,0.8001335410638771,0
0.199,0.389,0.665,0.7921210772312486,0
0.604,0.464,0.473,0.5741709325617628,0
0.387,0.612,0.28,0.6541842866681505,0
0.0592,0.567,0.267,0.7735922546182952,0
0.533,0.752,0.488,0.7431003783663476,0
0.218,0.511,0.566,0.733084798575562,0
0.308,0.556,0.529,0.8869908746939684,0
0.161,0.423,0.407,0.720843534386824,0
0.352,0.714,0.434,0.4931560204762965,0
0.47,0.689,0.379,0.7872802136657022,0
0.658,0.671,0.153,0.3803694636100601,0
0.609,0.575,0.886,0.8470398397507233,0
0.795,0.673,0.886,0.8883262853327397,0
0.0389,0.397,0.0666,0.0,0
